,주소,장소명
0,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=41c126d4-8e65-43fb-8883-f0cf873b3edf,커피한약방
1,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1cc5e132-dc36-40d8-a972-fd4780b0f84f,두아르트 스퀘이라 서울
2,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=231aba5f-f22e-4d68-b40b-63fc452948a8,다이브 인
3,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8a5182fd-0f1e-4cf2-b9a8-aad185531e66,글래드스톤 갤러리
4,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4c60fd6a-81c3-4928-98c5-f3457ece6f1d,강서별빛우주과학관
5,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=49ac473f-f530-4b1f-951b-9f580e094617,나무호텔
6,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3bd83aa7-a006-4797-a89d-36f5a7d4a99c,다올 숯불구이
7,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=66d4ceae-181c-4414-a6f7-51c144d856ff,제3의 시간
8,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3a078d4e-b182-4f0b-befc-569f2bd12418,동작구름카페
9,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=82ed60e4-6fa3-4ead-97e7-37393f6ed931,[서울둘레길 1코스] 수락·불암산코스
10,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=baa157ba-0379-418e-bd9e-d7ac00a6e539,낙원동 포장마차거리
11,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3a515ba7-d336-4b5a-a58f-8590b4cd23c6,웰컴미스테익스
12,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=175d0c10-4b5e-4d9d-9f17-1296bba54ffd,충무로 인쇄골목
13,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=48cab5bc-f022-4c7a-8db9-53c6148099a1,몽블랑드파리 강남점
14,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=210df81f-1369-4799-ad97-bcc0e11bdfe1,명동난타극장
15,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a062a58b-da56-4dd1-b102-4e0636c3a84d,롯데쇼핑 롯데아울렛 서울역점[한국관광 품질인증/Korea Quality]
16,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=6f8d8d31-216f-46c2-ad57-63a07b6ad7b4,에빗
17,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=0cf05f5b-6bdf-4bf0-9722-0e30d9a7cb99,서촌라운지
18,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d24f861f-21b3-4719-8385-1d4d31920523,서울도심등산관광센터(북악산)
19,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=9709e6ea-3118-4f35-9a46-15c05210a8a1,"심리편집샵, 서로"
20,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8592e898-1ec8-4e12-a830-20884b91b025,바니스튜디오 안경(명동역점)
21,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=79ca3e48-c2f1-4e9f-abda-e6242f7eea5d,옥경이네 건생선
22,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ec0f2c83-1d01-4f28-83ea-686e6b165fab,영락교회
23,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f1336112-8728-408c-bc6d-d82a9a668871,애성회관 한우곰탕
24,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a32cb997-434c-45ac-b062-1d427e56a535,서화
25,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1b093183-2185-4feb-9613-603432c64aed,동원집
26,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=05c2821e-9dc0-4b98-a0da-5167d8226d5b,광통교
27,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d9e65238-2847-47e9-aa94-5867071073b9,호면정
28,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5751bfac-4d8e-4ea5-86dc-5f705d9112c7,진진수라
29,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=22a16814-8232-4d22-9111-c44f903fbcb5,신촌황소곱창
30,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b2cf8d72-daf2-44ac-88b5-35f8868acf96,신성일식
31,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=78b1730a-8483-4ce8-abe4-007c583656ff,샤오바오우육면 종로본점
32,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1b0a262e-4df7-4c63-b5c1-b1557c698d56,나누미떡볶이
33,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b4f72a55-f89a-4f92-8f6c-31d41a10eb0e,31금룡
34,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c4293806-5575-4fe4-90b8-955233578654,구기우육도삭면
35,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3374b583-8106-4099-9fa4-94faad152c2f,에이치에비뉴 건대점
36,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1e2ca75d-2e21-47eb-ba18-6a7e8a73c535,컬리넌호텔 건대점
37,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e556da9b-081a-4211-a7ff-9d9928425da6,톰지호텔
38,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=977a77e3-5bba-41ab-8149-b6a408b01efa,호텔컬리넌 왕십리
39,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3cf6ad0c-3e67-4608-b969-2f3a94188106,색실문양누비공방
40,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=fde5e0e5-0a98-43cf-8d80-eb919a5c8f2d,북촌전통발효공방 빚담
41,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=91acd18b-c97d-49e7-a4c1-c5361c4e2d06,김현관 북촌펜드로잉
42,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a3e40861-1d50-453d-abf8-5886b56ccf41,부부요리단
43,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=89f99c54-6571-4dcf-b8cc-04ca289466d8,부암동 계열사
44,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e879bcc4-7dec-408f-b5eb-740a4eadc077,밀리언아카이브
45,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d0c5cb6c-a8b2-4d8b-a8cf-4643d3f66459,명원박물관
46,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=806d697f-4374-41bf-8fdb-56799aff8365,아더 성수 스페이스
